Author,Median,Address,Vote,Address,Vote,Address,Vote,Address,Vote,Address,Vote,Address,Vote
acs26,89.0,raptorak_28,90,unthinkingbit_29,88
alyssa85,76.0,fheenix_30,70,dinkleberg_31,84,giftculturewriting_31,82,hunterbunter_31,70,unthinkingbit_29,90,wiser_29,85
ashleysly,77.5,raptorak_30,65,unthinkingbit_27,90
athanasios_motok,87.0,alyssa85_31,50,smeagol_28,87,wiser_30,60
atruk,79.0,alyssa85_27,50,fheenix_31,70,giftculturewriting_31,78,wiser_31,80,smeagol_30,95,unthinkingbit_28,80
backa18,78.0,fheenix_30,70,dinkleberg_31,86
balthozar,95.5,alyssa85_27,98,weisoq_30,93
barnacle_ed,88.5,alyssa85_30,70,weisoq_31,87,unthinkingbit_29,90,wiser_29,90
bitcoinalchemist,78.0,raptorak_29,85,unthinkingbit_27,71
bittzy78,80.0,alyssa85_31,80
bmlzootown,70.0,hunterbunter_31,80,raptorak_28,60
boelens,50.0,alyssa85_30,70,raptorak_31,50,unthinkingbit_27,76
caramelsunshine,72.5,raptorak_31,50,smeagol_29,95
ceebizcut,75.0,weisoq_31,79,raptorak_29,75,smeagol_28,93
cryptoaddicto,70.0,alyssa85_27,95,alyssa85_28,50,wiser_31,90,raptorak_29,70
cryptobyte,99.0,smeagol_30,99
cryptopi,57.5,alyssa85_30,60,hunterbunter_31,40,smeagol_29,75,unthinkingbit_28,75
cryptowonk,73.0,dinkleberg_31,73
dalamar96,95.0,smeagol_31,95
deadsea33,85.0,fheenix_31,87,giftculturewriting_31,71,wiser_31,85,raptorak_30,95,unthinkingbit_29,78
devguy,75.0,wiser_30,75
devtome_writer,52.5,alyssa85_27,70,alyssa85_28,30,fheenix_30,75,dinkleberg_31,85
dexter,70.0,fheenix_30,70,raptorak_30,80,unthinkingbit_28,60,wiser_29,60
diamondcardz,70.0,alyssa85_30,90,fheenix_29,90,hunterbunter_31,70,unthinkingbit_27,90,wiser_28,90
dinkleberg,90.0,raptorak_30,90
eammy,87.5,fheenix_29,80,raptorak_28,95
ecafe,80.0,fheenix_28,95,raptorak_31,80,weisoq_30,80
eeharris,99.0,fheenix_31,90,hunterbunter_31,90,raptorak_28,99,smeagol_29,95,wiser_30,95
emfox,90.0,fheenix_28,90,raptorak_29,80,smeagol_29,90,unthinkingbit_27,61,wiser_30,60
emilianoz,83.0,alyssa85_28,70,fheenix_31,87,giftculturewriting_31,81,wiser_31,85,raptorak_30,80,smeagol_29,85
eroxors,47.0,weisoq_30,47
estera,67.5,fheenix_30,70,weisoq_31,65
fheenix,65.0,alyssa85_27,60,raptorak_31,70
finshaggy,72.5,unthinkingbit_28,75,wiser_30,70
flam,85.0,raptorak_31,85
fuzzybear,90.0,raptorak_30,80,unthinkingbit_28,90,wiser_29,90
gabcab,80.5,smeagol_30,85,unthinkingbit_28,76
giftculturewriting,75.0,alyssa85_30,75
glongsword,90.0,fheenix_30,78,raptorak_29,90,smeagol_28,92
gorgorom,82.0,eeharris_31,56,weisoq_31,82,smeagol_30,95
grantbills,80.0,fheenix_29,98,dinkleberg_31,80,weisoq_30,71
grc,99.0,fheenix_29,95,raptorak_28,99,smeagol_30,99
hayek,83.5,alyssa85_28,15,giftculturewriting_31,79,wiser_31,88,raptorak_30,70
heliumbm,95.0,hunterbunter_31,70,smeagol_30,95,wiser_28,60
hellinoos,85.0,alyssa85_27,80,hunterbunter_31,85,weisoq_30,85
hemingway,90.0,raptorak_31,75,weisoq_30,90,wiser_28,60
ianberble,99.0,smeagol_29,99
ibrennan,80.0,fheenix_29,90,eeharris_31,80,weisoq_31,82
icoin,47.5,fheenix_29,99,alyssa85_31,10,smeagol_31,85,raptorak_28,80
iluveunc,94.5,alyssa85_31,90,smeagol_31,99
imatt1990,60.0,fheenix_30,65,eeharris_31,60,weisoq_31,72
infoporter,75.0,smeagol_31,75
jackjack,95.0,wiser_31,85,raptorak_29,95,unthinkingbit_27,90
jackrussell,87.5,raptorak_28,99,smeagol_29,99,unthinkingbit_27,76,wiser_30,75
jdean1,85.0,alyssa85_27,30,raptorak_29,85,weisoq_30,79
jessiewaterfield,85.0,eeharris_31,76,weisoq_31,90,raptorak_28,85,unthinkingbit_27,88,wiser_29,90
jungle_dave,85.0,alyssa85_31,90,smeagol_28,80
kickaha4,85.0,alyssa85_28,85
knotwork,75.0,alyssa85_28,50,alyssa85_30,75,hunterbunter_31,60
koguma,86.5,eeharris_31,85,weisoq_31,88
kumala,90.0,fheenix_28,95,raptorak_29,85
lawyer,85.0,hunterbunter_31,70,raptorak_28,85,smeagol_29,92
leojane,90.0,fheenix_29,50,dinkleberg_31,90,smeagol_30,90,unthinkingbit_27,71,unthinkingbit_28,50
mabtc,80.0,fheenix_31,85,hunterbunter_31,80,smeagol_29,89
maitotoxin,50.0,alyssa85_30,80,fheenix_28,50,raptorak_29,85
marticps,98.0,eeharris_31,90,weisoq_31,99,raptorak_30,97,smeagol_28,99
matt2416,70.0,alyssa85_28,70
matt608,65.5,fheenix_28,70,giftculturewriting_31,46,wiser_31,85,wiser_30,90
maximilian_wilhelm,85.0,fheenix_28,95,wiser_31,75
melodiem,90.0,weisoq_31,90
melodiemuse,95.0,eeharris_31,95
meta-p02,92.5,alyssa85_28,90,smeagol_30,95,unthinkingbit_29,90,wiser_29,95
metallicsoul92,99.0,raptorak_28,99,smeagol_30,99
metazilla,95.0,fheenix_31,55,hunterbunter_31,90,raptorak_29,95,smeagol_30,97,wiser_28,90
mistercoin,80.0,smeagol_28,80
mosinnagant,77.5,unthinkingbit_29,65,wiser_29,90
moxy_jane,85.0,fheenix_28,85
mrc,95.0,fheenix_28,85,smeagol_31,95,wiser_30,90
