Author,Median,Address,Vote,Address,Vote,Address,Vote,Address,Vote
acs26,89.0,unthinkingbit_29,88,raptorak_28,90
alyssa85,87.5,unthinkingbit_29,90,wiser_29,85
ashleysly,90.0,unthinkingbit_27,90
athanasios_motok,87.0,smeagol_28,87
atruk,65.0,alyssa85_27,50,unthinkingbit_28,80
balthozar,98.0,alyssa85_27,98
barnacle_ed,90.0,unthinkingbit_29,90,wiser_29,90
bitcoinalchemist,78.0,raptorak_29,85,unthinkingbit_27,71
bmlzootown,60.0,raptorak_28,60
boelens,76.0,unthinkingbit_27,76
caramelsunshine,95.0,smeagol_29,95
ceebizcut,84.0,raptorak_29,75,smeagol_28,93
cryptoaddicto,50.0,alyssa85_27,95,alyssa85_28,50,raptorak_29,70
cryptopi,75.0,smeagol_29,75,unthinkingbit_28,75
deadsea33,78.0,unthinkingbit_29,78
devtome_writer,50.0,alyssa85_27,70,alyssa85_28,30
dexter,60.0,wiser_29,60,unthinkingbit_28,60
diamondcardz,90.0,fheenix_29,90,unthinkingbit_27,90,wiser_28,90
eammy,87.5,fheenix_29,80,raptorak_28,95
ecafe,95.0,fheenix_28,95
eeharris,97.0,smeagol_29,95,raptorak_28,99
emfox,85.0,fheenix_28,90,raptorak_29,80,smeagol_29,90,unthinkingbit_27,61
emilianoz,77.5,alyssa85_28,70,smeagol_29,85
fheenix,60.0,alyssa85_27,60
finshaggy,75.0,unthinkingbit_28,75
fuzzybear,90.0,wiser_29,90,unthinkingbit_28,90
gabcab,76.0,unthinkingbit_28,76
glongsword,91.0,raptorak_29,90,smeagol_28,92
grantbills,98.0,fheenix_29,98
grc,97.0,fheenix_29,95,raptorak_28,99
hayek,15.0,alyssa85_28,15
heliumbm,60.0,wiser_28,60
hellinoos,80.0,alyssa85_27,80
hemingway,60.0,wiser_28,60
ianberble,99.0,smeagol_29,99
ibrennan,90.0,fheenix_29,90
icoin,89.5,fheenix_29,99,raptorak_28,80
jackjack,92.5,raptorak_29,95,unthinkingbit_27,90
jackrussell,99.0,smeagol_29,99,raptorak_28,99,unthinkingbit_27,76
jdean1,57.5,alyssa85_27,30,raptorak_29,85
jessiewaterfield,85.0,wiser_29,90,raptorak_28,85,unthinkingbit_27,88
jungle_dave,80.0,smeagol_28,80
kickaha4,85.0,alyssa85_28,85
knotwork,50.0,alyssa85_28,50
kumala,90.0,fheenix_28,95,raptorak_29,85
lawyer,88.5,smeagol_29,92,raptorak_28,85
leojane,71.0,fheenix_29,50,unthinkingbit_27,71,unthinkingbit_28,50
mabtc,89.0,smeagol_29,89
maitotoxin,67.5,fheenix_28,50,raptorak_29,85
marticps,99.0,smeagol_28,99
matt2416,70.0,alyssa85_28,70
matt608,70.0,fheenix_28,70
maximilian_wilhelm,95.0,fheenix_28,95
meta-p02,90.0,alyssa85_28,90,unthinkingbit_29,90,wiser_29,95
metallicsoul92,99.0,raptorak_28,99
metazilla,92.5,raptorak_29,95,wiser_28,90
mistercoin,80.0,smeagol_28,80
mosinnagant,77.5,unthinkingbit_29,65,wiser_29,90
moxy_jane,85.0,fheenix_28,85
mrc,85.0,fheenix_28,85
nik1ab,65.0,wiser_28,65
odolvlobo,90.0,wiser_29,90
ondratra,80.0,wiser_29,65,smeagol_28,95
osoverflow,40.5,fheenix_28,20,unthinkingbit_27,61
pb321go,75.0,fheenix_29,75
penguinwriter,90.0,alyssa85_27,90
pepegom,92.0,smeagol_28,92
physicalartcoin,78.5,smeagol_29,92,unthinkingbit_28,65
prdkojistic,85.0,unthinkingbit_29,85,wiser_28,85
python,99.0,raptorak_28,99
randomcount,70.0,fheenix_28,50,unthinkingbit_29,70,wiser_29,75
raptorak,80.0,unthinkingbit_28,80
sceeth0,85.5,alyssa85_27,80,smeagol_28,91
serena,92.0,unthinkingbit_29,85,raptorak_28,99
shakezula,88.0,fheenix_28,85,smeagol_29,91
shortstain,50.0,alyssa85_28,50
smeagol,90.0,wiser_29,90
stealtheh,87.5,alyssa85_28,80,raptorak_29,95
termhn,77.5,fheenix_29,65,wiser_28,90
the_goat_master,90.0,wiser_28,90
thedischarger,90.0,unthinkingbit_29,82,wiser_29,90,smeagol_28,50
theokep,70.0,alyssa85_27,70,fheenix_28,70
tom,83.5,unthinkingbit_29,80,wiser_28,87
tosku,75.0,smeagol_29,75
unthinkingbit,92.0,alyssa85_28,85,fheenix_29,92,wiser_28,95
veruminnumeris,65.0,wiser_28,65
vilmanoella,60.0,alyssa85_27,60,alyssa85_28,60,unthinkingbit_29,90
wardsmith,88.0,unthinkingbit_28,88
weisoq,95.0,smeagol_28,95
wildelf,90.0,fheenix_29,90,unthinkingbit_27,90,wiser_28,95
wolf,89.0,smeagol_28,89
xenophaux,87.5,raptorak_29,95,unthinkingbit_28,80
yungbull,82.5,fheenix_29,85,unthinkingbit_28,80
