1JHZGh6fNdnCRQC9V8F2h9KjpsqEqzg7Vt-Cablepair,0-Word Count(http://devtome.org/wiki/index.php?title=User:Cablepair&action=edit)
121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX-Knotwork,0-Word Count(http://devtome.org/wiki/index.php?title=User:Knotwork&action=edit)
17vec4jQGCzMEsTnivizHPaowE715tu2CB-Unthinkingbit,11-Word Count(http://devtome.org/wiki/index.php?title=User:Unthinkingbit&action=edit)
